     Value-Weight Local  Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
Date      Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199808  -7.92  -8.74  -5.76  -8.81  -7.78  -9.15 -10.40  -7.50  -8.15 -18.90
199809   4.75   5.79   5.00   2.55   5.79   4.49   4.74   1.96   4.62  26.48
199810   3.30   2.09   2.35   2.81   3.14   9.39   4.04   2.35   3.89   5.15
199811   5.56   3.43   8.25  10.12   6.46  -3.07   2.69   9.00   5.62  -4.88
199812   2.51   0.60   5.09   3.71   4.59  -1.16   1.93   3.15   3.43   3.81
199901   4.63   0.39   6.40   2.99   5.82  -2.34   8.87   0.60   8.65  -5.47
199902  -1.35   2.27  -2.83   1.99  -2.83   4.86  -2.99  -0.43  -2.86  -5.42
199903   3.15   0.86   1.53   4.89   1.77   5.38   1.24   0.05   1.45  -3.15
199904   4.65  11.78   1.37   5.84   4.66  18.97   2.44   6.71   2.74   3.12
199905  -6.36  -5.99  -6.06  -7.60  -5.97  -5.60  -4.95  -3.07  -4.86  -6.26
199906   4.13   6.18   6.31   1.16   7.50  10.01   7.26   0.74   7.02  -0.58
199907   0.99   4.01   0.31  -1.04  -0.02   0.10   0.73   3.35   0.77   5.32
199908  -2.68  -1.95  -1.02  -0.85  -2.80  -1.32  -3.96  -1.21  -4.13  -8.41
199909  -1.44   0.75  -2.32  -2.29  -1.35   2.45  -1.65  -3.16  -1.81  -3.61
199910   0.18  -6.47   0.84   1.80  -0.68  -5.62   0.25  -4.67   0.01   7.42
199911   6.83   0.11   8.17   0.42   9.41   2.77  11.97   2.47  12.28  -6.06
199912   2.17   2.96  -2.48   1.23   0.37  10.35  -2.00   3.28  -2.02  12.20
200001  -1.25  -5.40  -4.18  -2.84   1.08  -2.27   3.03  -2.03   0.04 -21.08
200002   1.21  -7.16  -1.75  -3.57   4.77  -9.58   7.62  -5.41   3.62  -9.01
200003   0.01   2.63   0.26   0.10   0.43  -0.69  -1.42  -1.63   0.63 -15.60
200004   0.75   0.56  -0.24   8.18  -3.10   3.04  -4.50   3.51  -1.77  -6.03
200005  -0.95  -0.06  -1.95   6.30  -4.58  -0.78  -4.90   1.12  -3.36   1.62
200006   7.14   4.78   4.24   5.52   8.06   7.86   7.49   7.45   8.42  11.92
200007  -1.18   2.35   0.71  -1.53  -1.89   6.62  -1.09   3.07  -1.95   1.18
200008   0.50   2.91  -2.79   1.51  -0.23  -2.92  -1.58   0.78   0.23  -2.11
200009   0.57  -2.97  -2.43  -0.16   2.07  -5.37   2.64  -2.95   2.40  -5.46
200010  -0.84   1.14   3.30   5.10  -5.22   3.91  -6.34   2.39  -5.11  -7.93
200011   0.50   3.85   1.34   7.45  -4.44   2.45  -5.19   3.36  -3.95  -2.34
200012  -1.61   3.73  -0.39  -2.30  -3.15   2.05  -3.81   2.70  -2.35   4.26
200101   5.16   0.93   3.59   4.41   9.08   4.04  10.32   3.89   7.47   2.73
200102  -1.05  -1.49  -2.35   0.96  -2.27  -3.49  -1.55  -1.82   0.89  -0.26
200103  -4.40  -2.79  -0.54  -5.12  -7.61  -4.49  -9.44  -3.35  -7.67  -6.23
200104   5.90   2.26   5.11   4.72   8.66   6.09  11.33   2.39   9.69  -0.74
200105   1.65   4.78   0.87   8.12  -0.34   8.55  -2.89   3.64  -0.19  -0.57
200106   2.56   6.13  -2.88   8.44   6.23   5.55   5.39   3.57   3.77   8.09
200107  -4.82  -1.66  -5.81  -5.05  -3.54  -0.74  -0.87   0.64  -3.56  -5.24
200108  -1.49  -0.10  -0.61   1.40  -4.71  -4.73  -8.13  -0.99  -6.03   6.77
200109  -5.71  -2.14  -0.92 -11.59  -8.51  -0.82  -8.10  -0.41  -7.31  -1.64
200110   6.00   4.14   1.00  12.98   7.77   7.64   5.45   6.28   4.38   8.30
200111   3.51   3.38   5.18   1.93   0.53   9.01   3.24   4.28   4.33  -2.60
200112   2.84   3.36   1.66   2.80   4.42   2.59   3.80   1.34   3.62   2.03
200201   1.25   2.55   1.07   3.67  -4.31   4.79  -5.53   5.07  -5.60   3.67
200202  -1.36   2.59  -0.20   3.26  -6.95   4.74  -7.26   1.57  -8.12  -2.05
200203   0.66   0.66   0.37  -2.78   3.56  -0.52   3.87  -0.30   4.43   0.53
200204  -1.78   0.25  -2.32   1.96  -4.28  -4.12  -5.25   2.29  -5.31   0.35
200205   0.74   2.11  -1.87   3.68  -0.60   2.34   0.95   2.76   1.54   5.65
200206  -4.44  -0.50  -2.38  -1.54 -10.11  -2.50 -12.69  -0.27 -11.78  -9.41
200207  -3.39   0.59  -2.70  -3.96  -5.25  -0.39  -4.12  -2.03  -4.84 -10.24
200208   1.21   0.54  -0.03   2.38   0.37  -1.40   1.12   0.53  -0.33   6.93
200209  -4.35  -2.45  -3.94  -5.34  -4.24  -3.94  -5.25  -2.12  -6.05  -1.03
200210   3.07   2.73   2.00   2.86   5.11   3.65   5.78   1.57   6.43  -4.33
200211   1.38   3.06   0.02  -0.96   7.80   3.87   9.95  -3.44   7.90   4.04
200212  -1.89   1.89  -2.00  -2.17  -4.55   2.02  -5.22   1.04  -4.19  10.90
200301  -1.27   0.22  -1.10   0.50  -1.87   1.11  -1.33   0.38  -2.95   2.37
200302  -5.70  -4.27  -5.22  -5.30  -9.30  -8.28  -9.01  -5.22  -6.06 -12.38
200303   3.41   2.72   2.68   6.68   3.17   1.34   2.46   4.74   3.28  -1.45
200304   4.79   4.41   4.16   4.45   7.05   5.29   6.16   4.06   4.14   7.00
200305   0.63   0.50   1.32   1.30  -1.66   2.52   1.16   3.91  -0.72   0.39
200306   0.54  -1.22   0.47   1.31  -0.05   0.51  -0.76   0.40  -0.50   0.65
200307   3.74   3.43   4.82   0.33   3.63   6.28   5.18   2.86   5.51   9.07
200308   3.25   0.58   3.67  -2.74   6.98   5.39   7.55  -0.18   8.29   6.76
200309  -1.26   1.19  -1.10   1.12  -2.78  -3.11  -3.96  -1.01  -3.43   4.83
200310   3.60   4.81   3.44   1.61   3.70   2.31   4.87   1.36   5.02   5.35
200311  -2.31  -0.37  -0.91  -4.90  -3.79  -0.18  -3.25   0.30  -2.86  -3.45
200312   3.63   3.71   3.27   4.19   2.91   0.82   2.10   2.98   3.73   1.43
200401  -0.51  -2.27  -2.13   0.63  -2.56   0.63  -0.61   1.96  -2.59  -4.73
200402   2.84   3.11   1.91   3.36   4.09   0.80   2.14   1.72   4.74  -1.69
200403   1.47   3.35  -0.09   3.48  -0.35  -1.98  -0.54   1.94  -0.08  -2.44
200404   0.53  -0.54   0.10  -2.15   3.28   1.98   6.17  -0.72   2.68  -3.44
200405   1.75   4.97   1.63   1.71   2.21  -0.07   1.32   1.59   2.74  -0.75
200406   2.57   3.93   3.96   2.00   1.74   6.97   0.55   2.54   2.36   7.66
200407  -0.10   1.87   1.64  -1.72   1.05   0.35  -0.04  -2.30   1.51   2.56
200408   0.36   2.11   0.89   1.91  -1.80   0.28  -3.57   0.32  -2.44  -3.08
200409   3.24   1.30   4.10   3.75   5.40   0.00   4.33   1.35   4.93   5.51
200410   2.91   2.35   1.58   3.84   0.05   1.16   2.81   4.15  -0.61  17.07
200411   4.28   4.06   7.58   1.69   7.39   5.07   4.13   1.54   7.84   7.25
200412   3.29   4.44   1.14   3.21   4.09   1.65   6.79   3.01   3.62   0.27
200501   1.90   1.61   3.12   1.34   1.99   2.10   1.44   0.91   3.97   3.76
200502   2.59  -2.47   6.26   2.14   1.66   3.89   0.56   2.26   5.93   1.30
200503  -1.37  -0.54  -1.87  -1.52   0.42  -1.89   2.20  -1.67  -3.27   1.85
200504  -2.52  -3.22  -6.43  -0.62  -3.52  -5.61  -3.01   0.52  -6.24  -1.38
200505   3.28   2.05   3.94   3.13   2.66   3.97   2.92   2.78   4.41   0.55
200506   4.45   3.72   6.96   1.24   7.64   3.37  10.34   1.62   7.89   2.82
200507   2.99   2.47   3.85   1.55   3.70   2.88   3.02   1.66   5.16   0.72
200508   1.29   1.97   2.12  -0.90   4.25  -1.68   5.28  -0.86   2.56  10.37
200509   4.24   3.92   3.45   2.05   4.83  -2.79   6.67   2.14   7.14   6.56
200510  -3.30  -4.17  -4.86  -0.85  -4.33  -1.05  -6.55   0.04  -5.31  -1.34
200511   3.88   5.62   3.83   0.59   7.34  -0.48   5.57   2.41   6.19   4.26
200512   3.27   3.55   4.76   1.22   6.56   3.91   4.60   2.39   4.34  -0.52
200601   3.94   1.12   5.83   4.32   2.41   3.07   1.61   1.54   7.21   8.50
200602   0.03   1.54  -2.03  -1.75  -1.13  -2.32   1.37   1.92  -2.22 -10.62
200603   4.16   0.88   7.02   1.27   5.90   1.46   4.21   0.03  10.85  21.73
200604   2.99  -0.33   3.26   3.66   2.17   2.28   2.04   1.48   3.47  16.38
200605  -4.56  -3.07  -4.10  -5.92  -4.36  -5.16  -4.12  -3.83  -4.33  -6.50
200606   2.00   2.52   1.43   2.20   0.67  -0.67   0.55   2.40   1.40  -0.80
200607  -1.36   0.27  -2.75   0.63  -2.89   1.23  -3.64   2.57  -4.23  -3.03
200608   2.62   4.99   0.67   1.20   1.97  -0.42   1.88   0.89   0.09   7.08
200609   0.87   4.31  -0.74   2.18   2.47   3.23   4.22   3.02  -1.90  -2.94
200610   4.52   3.41   5.96   4.43   3.89   5.33   6.59   4.09   5.61  -3.91
200611   1.54   6.44   0.16   0.54   4.13   1.57   4.77   3.27   0.48  11.46
200612   3.51   4.51   3.33   5.58   2.90   6.44   3.58   6.33   0.57   3.04
200701   1.83   3.26   1.67   1.94   0.85   1.65   0.90   3.01   2.60  -1.81
200702   1.89  -0.43   4.81   1.60   3.23   4.27   2.37   0.50   3.82   6.15
200703   3.13  -0.92   5.36   3.05   3.09   7.43   3.89   2.02   4.63   2.67
200704   2.83   2.15   1.51   2.03   3.29   1.39   4.37   2.79   1.20  -1.07
200705   2.55   4.17   3.53   4.81   0.88   7.14   2.40   1.61   3.95  -2.37
200706   0.10  -2.44   2.66   2.92  -1.28   3.76  -1.14  -2.25   3.77  -4.87
200707  -2.15  -2.97  -1.32   0.10  -3.08   1.64  -3.08  -2.60  -0.11  -5.44
200708   3.23   5.61   3.87   3.21   5.59   1.69  -0.27   3.18   5.32  -6.90
200709   5.60   1.82   9.03   9.34   5.10  10.63   7.16   2.75   9.47  28.09
200710   2.78  -1.57   3.30   1.98   2.40   3.01   1.90   2.10   2.47   5.23
200711  -3.05  -3.51  -1.78  -2.94  -2.12  -1.47  -2.03  -3.28  -1.07 -10.13
200712  -2.14  -0.58  -2.49  -5.54   2.29  -4.91   3.08  -1.30  -4.12  -4.81
200801 -11.49 -11.60 -11.34 -10.36 -11.09 -10.76 -12.46 -10.79 -10.06 -15.54
200802   0.33  -4.06   7.99  -2.87   3.22   1.46   2.77  -3.74   6.38   9.12
200803  -4.23  -2.91  -6.35  -3.43  -3.41  -3.58  -3.34  -2.44  -6.32  -9.67
200804   4.74   5.49   6.39   6.86   0.62   3.80   1.95   2.20   8.89   5.00
200805   2.83  -2.50   5.61   0.34   2.95  -0.08   2.84  -2.02   3.68  16.71
200806  -7.21 -10.37  -2.51  -7.70  -6.91  -9.25  -7.38 -13.31  -3.23  -2.66
200807  -5.43  -1.45  -9.94  -7.06  -3.86  -2.03  -4.12  -0.70  -7.14 -15.65
200808   4.01   3.58   3.86   3.38   4.51   3.49   5.14   4.10   5.17  -4.25
200809 -10.88  -7.39 -17.66 -11.17  -9.70  -6.20  -8.38  -3.93 -17.33 -19.80
200810 -13.96 -17.09 -16.21 -14.76 -15.56 -15.03 -17.44 -13.18 -13.20 -28.15
200811  -6.81  -4.60  -5.52  -0.74  -6.16  -3.03  -5.94  -5.79  -4.50 -11.34
200812  -0.58  -2.20   0.22  -1.62   3.88  -4.02   3.84  -2.78   0.25   4.85
200901  -4.66  -6.76  -2.95  -4.97  -1.38  -3.29  -1.74  -7.62  -0.76  -0.55
200902  -3.92 -13.58  -2.06  -4.02  -3.47  -7.23  -3.71  -8.40  -2.21   5.57
200903   8.02  11.57   4.99  12.96   1.22  10.04   1.29  14.92   6.85   5.72
200904   6.12  11.41   5.19   6.19   3.77   7.41   4.07   7.58   4.69   6.45
200905   1.83   4.16   0.82   3.67  -1.53   2.83  -1.03   2.53   1.00  12.57
200906   4.45   6.34   3.02   5.27   1.69   4.50   1.50   8.52   1.37   2.45
200907   7.55   8.89   6.96   9.85   3.44   9.12   3.32  10.44   6.38   8.11
200908   6.58   8.08   4.19   6.34   4.35   3.70   2.76  10.21   1.80   5.66
200909   6.18   8.90   4.26   7.79   4.21   4.97   4.69   9.88   4.28   3.22
200910  -1.73  -3.74  -1.78  -2.01  -2.23  -1.20  -1.50  -1.93  -1.36   0.18
200911   2.10   0.26   2.55   3.32   0.50   3.69   1.96  -0.27   5.74   6.49
200912   3.50   4.18   3.48   3.31   3.15   2.74   2.73   3.06   3.26   1.26
201001  -5.39  -4.50  -6.97  -4.24  -7.08  -3.25  -5.95  -3.63  -7.65  -6.06
201002   1.11   1.72   2.95  -2.73   1.72  -1.89  -0.17   0.38   0.39  -2.25
201003   5.95   2.86   7.60   4.61   7.45   5.51   6.72   3.44   9.15   8.80
201004  -1.19   0.08  -3.60   1.98  -2.79   1.05  -0.17   1.77  -2.73  -0.90
201005  -7.78  -6.39  -7.87  -8.07  -6.66  -8.38  -8.02  -8.23  -6.48  -9.60
201006  -2.68  -3.24  -2.54  -0.84  -1.28  -2.34  -0.85  -1.45  -1.43  -5.63
201007   4.46   5.12   4.35   2.76   3.92   3.65   1.10   4.87   1.93   6.34
201008  -0.67   2.43  -1.67  -0.74  -2.47  -0.30   4.02  -2.97   1.46   2.50
201009   5.18   4.10   7.12   2.60   6.23   3.48   6.30   3.62   5.74  10.88
201010   2.03   0.83   4.02   1.83   4.63   2.40   3.16   0.41   1.42   7.19
201011  -0.38  -1.17  -0.14   0.22   1.30  -0.24   1.83  -1.66  -0.10   3.98
201012   3.92   3.21   4.15   3.73   4.97   3.42   3.39   2.47   3.74   8.79
201101   0.08   0.31  -2.12   1.17  -3.08   0.73  -1.61   2.08  -2.24  -1.96
201102   2.33   1.30   2.56   1.83   2.25   1.37   2.56   2.57   2.86   2.85
201103   0.60  -1.40   1.63  -0.07   1.40  -0.49   0.96   0.08   2.27  -0.67
201104  -0.66  -1.11  -2.05  -0.20  -1.46  -2.03  -0.83   1.73  -1.66  -3.02
201105  -2.04  -1.55  -1.54  -2.12  -0.95  -1.06  -1.61  -3.58  -2.16  -0.86
201106  -2.48  -2.61  -3.52  -1.31  -3.96  -4.12  -2.75  -0.26  -3.41  -6.67
201107  -3.32  -4.60  -2.05  -3.73   0.85  -2.50  -0.96  -5.30  -2.99   2.72
201108  -2.04  -1.29  -2.88  -0.81  -3.03  -1.05  -2.38   0.69  -4.52  -4.86
201109  -6.43  -4.59 -10.10  -3.95 -10.77  -3.26  -8.49  -3.56  -9.86 -14.49
201110   7.11   6.56   5.04   5.84   6.04   6.31   6.74   8.09   7.45   8.57
201111  -3.42  -1.73  -3.20  -2.72  -1.29  -3.18  -1.61  -2.76  -5.39  -3.65
201112  -1.52  -1.98  -2.60   0.43  -4.02  -0.98  -1.24   0.48  -3.31  -3.03
201201   5.30   5.44   5.05   6.79   5.05   7.53   5.46   3.43   9.06   8.63
201202   2.52   3.78   2.20   0.37   3.03   1.07   3.74   1.56   2.35   5.23
201203   1.15   0.92   0.68   0.60  -0.13  -0.25   0.13   3.54  -1.78  -1.63
201204   1.00   0.27   1.42   2.05  -1.19   2.42  -0.52   3.03   0.09  -2.77
201205  -6.86  -5.19  -6.75  -7.83  -7.29  -7.58  -6.32  -5.68  -9.43 -10.97
201206   0.05  -2.92  -0.81   0.02  -3.60  -0.67  -1.33   3.85  -2.10  -8.30
201207   3.75   2.32   2.08   3.32   1.08   3.65   2.43   6.73   0.47  -0.64
201208   2.09   2.86   1.23   1.21   4.98   1.43   3.66   1.85   0.79   1.74
201209   2.27   1.71   3.59   3.10   3.28   3.26   3.99   1.11   4.54   5.41
201210   2.85   3.43   2.92   3.92   1.13   3.90   0.98   3.75   2.84  -0.85
201211   0.19   0.86   0.73   0.52  -0.58   1.60   0.23   0.73  -0.09  -4.95
201212   3.38   3.72   4.07   5.28   1.04   5.16   1.62   2.93   4.92  -0.31
201301   4.98   5.27   3.93   5.23   4.41   3.56   4.86   6.50   3.10   3.36
201302   5.11   3.01   3.31   4.77   4.74   1.90   3.39   7.10   2.77  -0.89
201303  -2.23  -2.51  -3.83  -2.98  -0.08  -5.11  -0.83  -0.53  -6.34  -4.32
201304   3.62   0.18   2.24   4.52   2.66   0.16   3.32   7.92  -0.21  -9.78
201305  -4.46  -3.14  -0.76  -6.04  -0.55  -0.21  -0.99  -7.87   0.81  -3.04
201306  -2.55  -5.10  -3.86  -2.25  -1.62  -5.92  -3.95   0.46  -6.58 -11.27
201307   5.33   3.68   6.45   6.23   4.05   6.87   3.97   4.75   8.10  13.48
201308   2.53   2.93   2.86   3.40   1.14   4.71   1.54   1.26   3.98   0.96
201309   2.39   2.98   2.19   4.05   1.04   3.10   0.39   3.16   1.83   1.24
201310   3.93   3.04   3.81   5.24   3.47   4.09   3.43   4.69   4.02   0.75
201311  -1.32  -1.75  -1.28  -1.33  -1.37  -1.81  -1.79  -1.57  -1.53  -2.43
201312   0.70   1.01   1.81   0.86   1.47   2.32  -0.66  -0.20   2.48  -2.23
201401  -2.63  -0.08  -1.19  -3.55  -1.70  -2.81  -1.18  -3.18  -1.91   0.38
201402   4.78   4.98   4.38   5.01   5.31   3.85   5.36   4.85   6.54   3.04
201403   0.31  -1.84   0.44  -0.02  -0.24  -0.73  -0.10   1.17  -0.84  -2.68
201404   1.19   1.96  -0.86   2.71   0.38   2.03  -1.47   2.15  -1.27  -3.03
201405   0.59  -0.16   1.38  -0.76   2.30  -0.33   1.54   1.07  -0.43   0.38
201406  -1.43   0.77  -2.92  -0.84  -1.82  -1.45  -1.64  -1.17  -2.29  -1.16
201407   4.54   4.30   4.08   5.29   3.81   5.88   4.51   4.83   4.94   7.00
201408   0.89   2.01   2.27  -1.47   3.41  -0.32   3.93   2.03   1.91   0.94
201409  -5.36  -4.56  -4.02  -6.47  -4.17  -5.56  -3.92  -5.80  -4.23  -4.49
201410   3.86   1.35   3.56   2.77   3.37   1.77   4.15   5.47   2.25  -3.56
201411  -2.80  -1.61  -1.61  -4.72  -2.59  -5.02  -0.34  -2.89  -2.16  -3.36
201412   1.41   2.37   2.12  -0.11   1.28   0.47   1.64   1.98   0.02   0.52
201501   2.89   1.87   3.70   0.62   2.06   1.34   2.75   2.67   1.39   3.70
201502   6.96   7.11   4.72   8.58   6.84   7.97   6.00   6.65   8.71   5.56
201503  -0.47  -2.59   0.19  -1.96  -0.53  -2.31   0.73   1.11   0.57  -6.24
201504  -1.36   2.40  -0.81  -0.55   0.01   1.19  -0.94  -3.81  -0.87   1.46
201505   0.67   2.60   0.91   1.37   2.36   2.03   2.17  -0.30   1.95   2.59
201506  -5.34  -6.96  -5.74  -6.17  -7.49  -6.02  -6.26  -5.00  -6.57  -7.11
201507   4.23   1.92   6.45   1.12   5.58   2.04   7.52   4.59   7.48   2.62
201508  -7.20  -5.77  -5.84  -8.44  -3.94  -6.27  -4.19  -8.80  -6.22  -2.51
201509  -2.41  -1.49   0.02  -4.71  -0.95  -4.21   0.79  -3.75  -0.10   2.01
201510   4.51   6.33   3.33   4.97   5.12   5.11   6.37   4.04   5.27   5.31
201511  -0.63  -3.49   2.17  -5.51  -0.09  -6.21   3.20   1.41   2.21  -3.83
201512   2.70   2.52   2.68   1.43   1.07   1.17   1.27   2.69   3.41   1.84
201601  -5.28  -6.04  -1.91  -7.54  -3.53  -6.20  -2.79  -7.38  -2.78  -1.90
201602  -1.61   3.40  -0.82  -3.00  -0.89   0.14   0.02  -3.56   1.33   3.65
201603   4.71   6.19   2.20   5.56   2.70   4.28   2.35   5.76   2.22   3.21
201604   3.32   8.99   2.01   5.62   1.07   6.24   1.90   4.98   3.14   5.98
201605   2.97  -1.18   6.39   0.75   6.78   0.83   6.84   1.31   5.95   2.55
201606  -2.21   0.76  -2.52  -2.16  -1.95  -0.70  -1.70  -2.69  -2.05   1.09
201607   6.33   7.39   6.14   7.08   7.48   7.23   6.34   5.80   8.45   7.97
201608  -1.26  -0.20  -3.68   0.67  -0.49   0.35  -2.92  -0.54  -1.76  -3.39
201609   0.54   1.80  -1.42   1.59  -2.09   1.96  -2.48   1.38  -1.51   3.38
201610  -2.02   0.34  -5.30   0.42  -6.13  -0.28  -5.60   0.25  -4.89  -1.40
201611   2.45   3.11  -0.96   4.00  -0.12   1.82   0.09   4.10  -0.21  -3.58
201612   4.09   4.69   1.15   5.09   1.71   4.20   1.58   4.93   1.74   0.63
201701  -0.58  -1.41  -0.90  -1.89  -0.82  -1.16   1.86  -2.16   2.30   2.83
201702   2.06   2.65   1.60   4.63   2.92   3.75   1.12   3.60  -0.69  -0.32
201703   3.13   2.99   3.79   2.77   4.83   2.66   3.66   3.45   2.79   1.06
201704   0.67   1.22   0.81   1.45   0.98   0.21   1.29   1.14   0.73  -2.86
201705  -2.67  -4.85  -0.01  -5.85   0.81  -4.49   0.63  -5.42  -0.22  -2.21
201706   0.15  -1.47   1.37  -0.10  -1.45   0.06  -0.20   0.69   1.32  -0.89
201707   0.30   1.41  -3.08   1.83  -1.79   1.37  -0.39   0.77  -0.04   1.85
201708   0.77   0.27   1.11   0.36   3.91   0.42   4.49  -1.26   3.29   2.93
201709   0.04   1.77  -0.05   1.05  -1.44   0.28  -0.72   0.29  -0.36   2.48
201710   4.13   3.38   5.28   2.70   5.38   3.22   4.92   3.02   5.55   7.19
201711   1.91   1.12   2.83  -0.10   2.28  -0.64   3.09   0.55   2.75   5.63
201712   2.01   2.13   1.93   0.90   1.76   1.10   3.11   0.40   3.40   5.66
