Effective date 	S&P/ASX 200 Energy (Sector)   (31-MAR-2000)   (TR)	S&P/ASX 200 Energy (Sector)
14/10/2014	97128.98	13366.26
15/10/2014	96121.98	13227.68
16/10/2014	97417.4	13405.95
17/10/2014	97568.9	13426.8
20/10/2014	97895.32	13471.72
21/10/2014	97602.9	13431.47
22/10/2014	98688.91	13580.92
23/10/2014	97862.99	13467.27
24/10/2014	98343.63	13533.41
27/10/2014	99182.29	13648.82
28/10/2014	97629.5	13435.13
29/10/2014	98087.19	13498.12
30/10/2014	98351.3	13534.46
31/10/2014	98810.09	13597.6
3/11/2014	98910.7	13611.44
4/11/2014	99006.44	13624.62
5/11/2014	97252.61	13383.27
6/11/2014	97628.26	13434.96
7/11/2014	99375.61	13675.42
10/11/2014	99894.76	13746.87
11/11/2014	98131.43	13504.21
12/11/2014	97380.33	13400.85
13/11/2014	96126.42	13228.29
14/11/2014	94594.12	13017.43
17/11/2014	93814.66	12910.16
18/11/2014	93359.94	12847.58
19/11/2014	92246.72	12694.39
20/11/2014	92026.34	12664.06
21/11/2014	93743.15	12900.32
24/11/2014	96041.45	13216.6
25/11/2014	94825	13049.2
26/11/2014	95539.32	13147.5
27/11/2014	92878.16	12781.29
28/11/2014	85785.88	11805.29
1/12/2014	80289.09	11048.86
2/12/2014	81786.53	11254.93
3/12/2014	82748.32	11387.28
4/12/2014	82925.19	11411.62
5/12/2014	81186.99	11172.42
8/12/2014	81181.57	11171.68
9/12/2014	77279.06	10634.64
10/12/2014	77407.18	10652.27
11/12/2014	75281.71	10359.78
12/12/2014	76469.05	10523.17
15/12/2014	77588.42	10677.21
16/12/2014	75975.19	10455.21
17/12/2014	78275.51	10771.77
18/12/2014	80839.83	11124.65
19/12/2014	82736.03	11385.59
22/12/2014	86130.39	11852.7
23/12/2014	84400.11	11614.59
24/12/2014	84841.77	11675.37
29/12/2014	85615.65	11781.87
30/12/2014	84002.72	11559.91
31/12/2014	84304.32	11601.41
2/01/2015	84472.99	11624.62
5/01/2015	85375.5	11748.82
6/01/2015	80735.02	11110.23
7/01/2015	79495.92	10939.71
8/01/2015	78972.92	10867.74
9/01/2015	81539.12	11220.88
12/01/2015	79507.1	10941.25
13/01/2015	78151.61	10754.71
14/01/2015	78279.86	10772.36
15/01/2015	77853.73	10713.72
16/01/2015	76503.25	10527.88
19/01/2015	77326.5	10641.17
20/01/2015	74854.26	10300.95
21/01/2015	75190.3	10347.2
22/01/2015	76755.34	10562.57
23/01/2015	79234.95	10903.8
27/01/2015	78436.46	10793.91
28/01/2015	79173.5	10895.34
29/01/2015	77886.84	10718.28
30/01/2015	78857.75	10851.89
2/02/2015	80259.83	11044.83
3/02/2015	83546.67	11497.15
4/02/2015	84851.84	11676.76
5/02/2015	83177.51	11446.35
6/02/2015	83756.5	11526.02
9/02/2015	83961.6	11554.25
10/02/2015	83306.08	11464.04
11/02/2015	81358.81	11196.07
12/02/2015	81065.45	11155.7
13/02/2015	84251.05	11594.08
16/02/2015	85021.82	11700.15
17/02/2015	84924.69	11686.78
18/02/2015	87551.85	12048.31
19/02/2015	86977.58	11969.29
20/02/2015	85598.13	11779.46
23/02/2015	85929.84	11825.1
24/02/2015	85789.46	11759.96
25/02/2015	85844.35	11527.67
26/02/2015	85875.53	11531.86
27/02/2015	86073.27	11558.41
2/03/2015	86782.62	11641.28
3/03/2015	86350.12	11583.26
4/03/2015	86422.02	11591.05
5/03/2015	86356.26	11571
6/03/2015	85893.15	11488.97
9/03/2015	84534.02	11307.18
10/03/2015	83837.47	11214.01
11/03/2015	83070.66	11111.44
12/03/2015	83880.55	11219.77
13/03/2015	83407.13	11156.44
16/03/2015	81787.17	10939.76
17/03/2015	82999.87	11101.97
18/03/2015	82626.72	11052.06
19/03/2015	83551.34	11175.73
20/03/2015	84062.02	11244.04
23/03/2015	84153.27	11256.25
24/03/2015	84360.54	11283.97
25/03/2015	83809.91	11210.32
26/03/2015	84257.94	11270.25
27/03/2015	84041.86	11241.35
30/03/2015	80187.08	10725.73
31/03/2015	81206.76	10862.13
1/04/2015	79831.44	10678.17
2/04/2015	80486.99	10765.85
7/04/2015	81428.98	10891.85
8/04/2015	83476.36	11165.71
9/04/2015	82721.24	11064.7
10/04/2015	84159.58	11257.09
13/04/2015	84601.15	11316.16
14/04/2015	85216.91	11398.52
15/04/2015	86061.1	11511.44
16/04/2015	87355.33	11684.55
17/04/2015	87439.25	11695.78
20/04/2015	86809.21	11611.5
21/04/2015	86509.57	11571.42
22/04/2015	85674.16	11459.68
23/04/2015	86597.01	11583.12
24/04/2015	88935.44	11895.91
27/04/2015	90391.46	12090.66
28/04/2015	89546.9	11977.69
29/04/2015	88371.25	11820.44
30/04/2015	88124.93	11787.49
1/05/2015	89153.66	11925.09
4/05/2015	89724.63	12001.47
5/05/2015	89283.03	11942.4
6/05/2015	89111.26	11919.42
7/05/2015	87868.26	11753.16
8/05/2015	85110.89	11384.34
11/05/2015	86380.23	11554.12
12/05/2015	86578.31	11580.62
13/05/2015	87230.31	11667.83
14/05/2015	87125.56	11653.82
15/05/2015	86522.07	11573.1
18/05/2015	85666.11	11458.6
19/05/2015	84786.75	11340.98
20/05/2015	83661.89	11190.52
21/05/2015	85162.94	11391.3
22/05/2015	86750.31	11603.63
25/05/2015	87773.97	11740.55
26/05/2015	88397.48	11823.95
27/05/2015	87396.19	11690.02
28/05/2015	87223.14	11666.87
29/05/2015	88334.8	11815.57
1/06/2015	88397.21	11823.91
2/06/2015	86724.46	11600.17
3/06/2015	85578.39	11446.87
4/06/2015	84116.74	11251.36
5/06/2015	84011.45	11237.28
9/06/2015	84132.94	11253.53
10/06/2015	85355.56	11417.07
11/06/2015	87113.83	11652.25
12/06/2015	87126.19	11653.9
15/06/2015	85071.03	11379.01
16/06/2015	83986	11233.87
17/06/2015	85310.14	11410.99
18/06/2015	85032.35	11373.83
19/06/2015	86268.9	11539.23
22/06/2015	86047.78	11509.66
23/06/2015	86664.12	11592.1
24/06/2015	86908.85	11624.83
25/06/2015	85584.39	11447.67
26/06/2015	82865.09	11083.94
29/06/2015	80932.38	10825.43
30/06/2015	81831.93	10945.75
1/07/2015	82883.12	11086.35
2/07/2015	84598.66	11315.82
3/07/2015	82584.97	11046.47
6/07/2015	80504.35	10768.17
7/07/2015	81597.26	10914.36
8/07/2015	79534.36	10638.43
9/07/2015	79426.29	10623.97
10/07/2015	80091.79	10712.99
13/07/2015	79059.95	10574.97
14/07/2015	80316.27	10743.02
15/07/2015	82326.22	11011.86
16/07/2015	81607.27	10915.7
17/07/2015	82129.42	10985.54
20/07/2015	81413.51	10889.78
21/07/2015	81677.29	10925.06
22/07/2015	79817.83	10676.34
23/07/2015	79129.1	10584.22
24/07/2015	79276.89	10603.99
27/07/2015	79402.28	10620.76
28/07/2015	80068.3	10709.85
29/07/2015	80405.07	10754.89
30/07/2015	82210.79	10996.42
31/07/2015	82038.52	10973.38
3/08/2015	80806.11	10808.54
4/08/2015	79698.32	10660.36
5/08/2015	78458.28	10494.49
6/08/2015	77366	10348.39
7/08/2015	76287.05	10204.07
10/08/2015	76425.68	10222.61
11/08/2015	77218.79	10328.7
12/08/2015	74720.56	9994.54
13/08/2015	75857.86	10146.66
14/08/2015	73055.31	9771.8
17/08/2015	72365.9	9679.58
18/08/2015	71090.77	9509.02
19/08/2015	73188.81	9789.65
20/08/2015	68957.13	9223.63
21/08/2015	68555.25	9169.87
24/08/2015	64339.66	8606
25/08/2015	65069.31	8660.52
26/08/2015	67839.78	8903.92
27/08/2015	68911.04	9044.52
28/08/2015	71442.71	9376.8
31/08/2015	70680.18	9269.24
1/09/2015	69047.11	9055.07
2/09/2015	67748.28	8883.87
3/09/2015	66814.87	8761.48
4/09/2015	66572.94	8694.42
7/09/2015	65705.47	8581.13
8/09/2015	67388.81	8800.98
9/09/2015	68462.88	8941.25
10/09/2015	65889.14	8605.12
11/09/2015	64858.06	8470.46
14/09/2015	64633.08	8441.08
15/09/2015	63982.21	8356.07
16/09/2015	65661.55	8575.4
17/09/2015	67400.16	8802.46
18/09/2015	66353.21	8665.73
21/09/2015	64769.04	8458.84
22/09/2015	66519.95	8687.5
23/09/2015	65072.34	8498.45
24/09/2015	65856.06	8600.8
25/09/2015	64536.38	8428.45
28/09/2015	65980.33	8617.03
29/09/2015	61576.03	8041.83
30/09/2015	62087.44	8108.62
1/10/2015	63656.11	8313.49
2/10/2015	63249.67	8260.41
5/10/2015	65073.98	8498.66
6/10/2015	65589.4	8565.97
7/10/2015	70003.93	9142.51
8/10/2015	70876.22	9256.43
9/10/2015	72477.18	9465.52
12/10/2015	70810.98	9247.91
13/10/2015	68856.52	8992.66
14/10/2015	66613.83	8699.76
15/10/2015	67730.45	8845.6
16/10/2015	68351.17	8926.66
19/10/2015	68686.19	8970.41
20/10/2015	66451.12	8678.52
21/10/2015	67234.76	8780.86
22/10/2015	69320.25	9053.22
23/10/2015	69956.71	9136.34
26/10/2015	69817.37	9118.15
27/10/2015	68212.61	8908.57
28/10/2015	67346.49	8795.45
29/10/2015	66490.39	8683.64
30/10/2015	67068.55	8759.15
2/11/2015	66741.43	8716.43
3/11/2015	68462.77	8941.24
4/11/2015	68496.2	8945.6
5/11/2015	68474.92	8942.82
6/11/2015	67661.25	8836.56
9/11/2015	65957.87	8614.1
10/11/2015	66000.34	8619.64
11/11/2015	66294.98	8658.12
12/11/2015	64161.21	8379.45
13/11/2015	61949.36	8090.59
16/11/2015	62941.78	8220.2
17/11/2015	65281.97	8525.82
18/11/2015	65514.37	8556.18
19/11/2015	66776.23	8720.97
20/11/2015	66038.83	8624.67
23/11/2015	65753.38	8587.39
24/11/2015	65474.02	8550.91
25/11/2015	66084.14	8630.59
26/11/2015	65774.47	8590.14
27/11/2015	66490.18	8683.62
30/11/2015	66298.64	8658.6
1/12/2015	67286.6	8787.63
2/12/2015	67025.99	8753.59
3/12/2015	65543.18	8559.94
4/12/2015	65089.66	8500.71
7/12/2015	62128.11	8113.93
8/12/2015	58181.46	7598.5
9/12/2015	58386.21	7625.24
10/12/2015	58127.63	7591.47
11/12/2015	57790.39	7547.42
14/12/2015	55899.46	7300.47
15/12/2015	55572.02	7257.7
16/12/2015	57470.47	7505.64
17/12/2015	57581.19	7520.1
18/12/2015	57287.11	7481.69
21/12/2015	57880.79	7559.23
22/12/2015	58301.86	7614.22
23/12/2015	59174.23	7728.15
24/12/2015	60979.02	7963.86
29/12/2015	61021.1	7969.35
30/12/2015	61867.93	8079.95
31/12/2015	61331.39	8009.88
4/01/2016	63204.85	8254.55
5/01/2016	61689.82	8056.69
6/01/2016	60598.5	7914.16
7/01/2016	57392.06	7495.4
8/01/2016	58997.25	7705.04
11/01/2016	57932.91	7566.04
12/01/2016	55901.93	7300.79
13/01/2016	57123.18	7460.29
14/01/2016	55580.25	7258.78
15/01/2016	55791.44	7286.36
18/01/2016	53890.3	7038.07
19/01/2016	53380.09	6971.44
20/01/2016	51319.74	6702.36
21/01/2016	51596.92	6738.56
22/01/2016	53573.86	6996.75
25/01/2016	55446.44	7241.3
27/01/2016	54197.37	7078.17
28/01/2016	54628.59	7134.49
29/01/2016	57514.63	7511.41
1/02/2016	57798.74	7548.51
2/02/2016	55923.24	7303.57
3/02/2016	53746.06	7019.24
4/02/2016	57084.23	7455.2
5/02/2016	57541.55	7514.92
8/02/2016	57557.1	7516.96
9/02/2016	55800.47	7287.54
10/02/2016	55061.11	7190.98
11/02/2016	55137.61	7200.97
12/02/2016	55147.29	7202.24
15/02/2016	56845.29	7423.99
16/02/2016	59598.6	7783.58
17/02/2016	57126	7460.65
18/02/2016	60156.39	7856.42
19/02/2016	58491.19	7638.95
22/02/2016	59310.87	7684.55
23/02/2016	59225.53	7648.28
24/02/2016	57269.92	7384.9
25/02/2016	57879.41	7463.49
26/02/2016	57340.15	7393.95
29/02/2016	57525	7417.79
1/03/2016	58565.99	7552.02
2/03/2016	60807.97	7841.13
3/03/2016	61506.64	7931.22
4/03/2016	61777.89	7966.2
7/03/2016	63137.87	8141.57
8/03/2016	62505.57	8050.92
9/03/2016	61033.07	7833.92
10/03/2016	61381.99	7878.71
11/03/2016	61186.51	7853.62
14/03/2016	62014.61	7959.91
15/03/2016	59815.04	7677.58
16/03/2016	60078.39	7711.38
17/03/2016	61730.33	7923.42
18/03/2016	62204.6	7984.29
21/03/2016	61566.8	7902.43
22/03/2016	61866.83	7940.94
23/03/2016	61199.12	7855.24
24/03/2016	61377.16	7878.09
29/03/2016	61074.53	7839.24
30/03/2016	60135.82	7718.76
31/03/2016	60837.4	7808.81
1/04/2016	59555.63	7644.28
4/04/2016	57820.33	7421.55
5/04/2016	55886.33	7173.31
6/04/2016	57667.77	7401.97
7/04/2016	58474.11	7505.47
8/04/2016	58018.88	7447.04
11/04/2016	58949.18	7566.44
12/04/2016	58857.16	7554.63
13/04/2016	60367.8	7748.53
14/04/2016	60523.07	7768.46
15/04/2016	60442.44	7758.11
18/04/2016	58711.09	7535.88
19/04/2016	60914.95	7818.76
20/04/2016	61604.54	7907.27
21/04/2016	65141.05	8361.2
22/04/2016	64451.1	8272.64
26/04/2016	63791.92	8188.04
27/04/2016	63422.79	8140.66
28/04/2016	64541.86	8284.29
29/04/2016	65491.47	8406.18
2/05/2016	65696.46	8432.49
3/05/2016	65220.52	8371.4
4/05/2016	61886.02	7943.4
5/05/2016	62578.79	8032.32
6/05/2016	61767.39	7928.18
9/05/2016	62494.89	8021.56
10/05/2016	61044.23	7835.35
11/05/2016	61203.42	7855.79
12/05/2016	63037.47	8091.2
13/05/2016	62715.87	8049.92
16/05/2016	62408.08	8010.41
17/05/2016	64352.7	8260.01
18/05/2016	64506.72	8279.78
19/05/2016	63219.74	8114.59
20/05/2016	63808.98	8190.23
23/05/2016	62555.25	8029.3
24/05/2016	61753.12	7926.34
25/05/2016	63409.41	8138.94
26/05/2016	64651.85	8298.41
27/05/2016	64780.34	8314.91
30/05/2016	65228.99	8372.49
31/05/2016	64283.43	8251.12
1/06/2016	63145.23	8105.03
2/06/2016	62848.85	8066.99
3/06/2016	63572.2	8159.83
6/06/2016	63919.14	8204.37
7/06/2016	65005.07	8343.75
8/06/2016	66353.82	8516.87
9/06/2016	66551.03	8542.18
10/06/2016	65675.38	8429.79
14/06/2016	63098.06	8098.98
15/06/2016	62680.49	8045.38
16/06/2016	62069.71	7966.98
17/06/2016	61924.81	7948.38
20/06/2016	65263.52	8376.92
21/06/2016	64361.94	8261.2
22/06/2016	64557.76	8286.34
23/06/2016	65010.71	8344.47
24/06/2016	62486	8020.41
27/06/2016	62478.13	8019.4
28/06/2016	61598.87	7906.55
29/06/2016	62554.35	8029.19
30/06/2016	64051.76	8221.39
1/07/2016	64142.31	8233.01
4/07/2016	65025.98	8346.43
5/07/2016	64457.38	8273.45
6/07/2016	63306.94	8125.79
7/07/2016	64312.62	8254.87
8/07/2016	64520.26	8281.52
11/07/2016	64887.04	8328.6
12/07/2016	64544.24	8284.6
13/07/2016	65487.05	8405.62
14/07/2016	65085.32	8354.05
15/07/2016	65341.17	8386.89
18/07/2016	66120.74	8486.95
19/07/2016	66640.04	8553.61
20/07/2016	66684.13	8559.27
21/07/2016	67193.48	8624.64
22/07/2016	67012.79	8601.45
25/07/2016	66575.96	8545.38
26/07/2016	65610.95	8421.52
27/07/2016	65637.22	8424.89
28/07/2016	64993.58	8342.28
29/07/2016	64148.99	8233.87
1/08/2016	65870.82	8454.87
2/08/2016	63753.59	8183.12
3/08/2016	63381.53	8135.36
4/08/2016	64646.58	8297.74
5/08/2016	65414.05	8396.24
8/08/2016	66411	8524.21
9/08/2016	66978.97	8597.11
10/08/2016	66305.76	8510.7
11/08/2016	65759.7	8440.61
12/08/2016	66852.04	8580.82
15/08/2016	66797.04	8573.76
16/08/2016	67522.37	8666.86
17/08/2016	68812.13	8832.41
18/08/2016	69207.99	8883.22
19/08/2016	68816.51	8832.97
22/08/2016	68041.76	8733.53
23/08/2016	67766.66	8698.21
24/08/2016	67967	8723.93
25/08/2016	67619.22	8679.29
26/08/2016	67013.91	8601.59
29/08/2016	66318.76	8464.49
30/08/2016	66704.09	8513.67
31/08/2016	66003.7	8424.27
1/09/2016	64918.28	8285.74
2/09/2016	65038.11	8301.03
5/09/2016	65731.64	8389.55
6/09/2016	65840.13	8401.15
7/09/2016	65159.1	8295.12
8/09/2016	64270.63	8180.96
9/09/2016	65339.94	8317.08
12/09/2016	63377.16	8067.23
13/09/2016	62939.76	8011.56
14/09/2016	62031.86	7895.99
15/09/2016	61281.37	7800.46
16/09/2016	62038.42	7896.83
19/09/2016	61724.74	7856.9
20/09/2016	61149.65	7783.7
21/09/2016	61693.89	7852.97
22/09/2016	62987.07	8017.58
23/09/2016	63286.65	8055.71
26/09/2016	63239.26	8049.68
27/09/2016	62764.44	7989.24
28/09/2016	61983.9	7889.89
29/09/2016	65902.66	8388.7
30/09/2016	66097.94	8413.56
3/10/2016	66974.28	8525.11
4/10/2016	67581.36	8602.38
5/10/2016	67347.05	8572.56
6/10/2016	68673.82	8741.44
7/10/2016	69170.37	8804.65
10/10/2016	68610.75	8733.41
11/10/2016	70205.93	8936.46
12/10/2016	69552.91	8853.34
13/10/2016	68168.59	8677.13
14/10/2016	68170.85	8677.42
17/10/2016	67620.24	8607.33
18/10/2016	67623.83	8607.79
19/10/2016	67606.76	8605.62
20/10/2016	68368.78	8702.61
21/10/2016	67561.46	8599.85
24/10/2016	66567.72	8473.36
25/10/2016	66502.01	8464.99
26/10/2016	64858.23	8255.76
27/10/2016	63719.54	8110.82
28/10/2016	64776.29	8245.33
31/10/2016	64593.57	8222.07
1/11/2016	64257.16	8179.25
2/11/2016	63093.43	8031.12
3/11/2016	63544.72	8088.56
4/11/2016	62971.52	8015.6
7/11/2016	64193.75	8171.18
8/11/2016	65153.27	8293.31
9/11/2016	62654.41	7975.24
10/11/2016	64717.03	8237.79
11/11/2016	65196.55	8298.82
14/11/2016	65110.36	8287.85
15/11/2016	65746.47	8368.82
16/11/2016	67285.75	8564.76
17/11/2016	66475.74	8461.65
18/11/2016	66441.95	8457.35
21/11/2016	67565.9	8600.42
22/11/2016	69309.91	8822.41
23/11/2016	70175.84	8932.63
24/11/2016	69821.93	8887.58
25/11/2016	70015.65	8912.24
28/11/2016	68660.87	8739.79
29/11/2016	68284.83	8691.93
30/11/2016	66963.52	8523.74
1/12/2016	71788.12	9137.86
2/12/2016	70916.11	9026.86
5/12/2016	70253.41	8942.51
6/12/2016	70611.42	8988.08
7/12/2016	70113.82	8924.74
8/12/2016	69860.5	8892.49
9/12/2016	70623.08	8989.56
12/12/2016	72635.25	9245.69
13/12/2016	72701.23	9254.09
14/12/2016	72649.91	9247.56
15/12/2016	70186.78	8934.03
16/12/2016	69836.03	8889.38
19/12/2016	70171.25	8932.05
20/12/2016	69868.55	8893.52
21/12/2016	70187.73	8934.15
22/12/2016	70284.53	8946.47
23/12/2016	70758.64	9006.82
28/12/2016	71103.21	9050.68
29/12/2016	71490.57	9099.99
30/12/2016	71039.84	9042.61
3/01/2017	71674.81	9123.44
4/01/2017	71598.33	9113.7
5/01/2017	72461.48	9223.57
6/01/2017	72304.21	9203.55
9/01/2017	73068.78	9300.87
10/01/2017	72555.53	9235.54
11/01/2017	72915.1	9281.31
12/01/2017	73323.64	9333.32
13/01/2017	73636.48	9373.14
16/01/2017	73409.15	9344.2
17/01/2017	73079.81	9302.28
18/01/2017	73867.8	9402.58
19/01/2017	73409.49	9344.24
20/01/2017	72899.99	9279.39
23/01/2017	72604.03	9241.72
24/01/2017	72699.52	9253.87
25/01/2017	72719.94	9256.47
27/01/2017	73244.9	9323.29
30/01/2017	72653.99	9248.08
31/01/2017	71423.85	9091.49
1/02/2017	72132.04	9181.64
2/02/2017	72160.7	9185.29
3/02/2017	71291.82	9074.69
6/02/2017	71135.23	9054.75
7/02/2017	70981.16	9035.14
8/02/2017	70302.92	8948.81
9/02/2017	70668.78	8995.38
10/02/2017	71557.05	9108.45
13/02/2017	72589.73	9239.9
14/02/2017	72504.82	9229.09
15/02/2017	72439.81	9220.81
16/02/2017	72151.26	9184.08
17/02/2017	71823.33	9142.34
20/02/2017	70955.56	9031.88
21/02/2017	70961.89	9032.69
22/02/2017	71548.02	9107.3
23/02/2017	71081.8	9047.95
24/02/2017	70662.89	8994.63
27/02/2017	69322.78	8824.05
28/02/2017	69949.69	8903.85
1/03/2017	69070.31	8791.91
2/03/2017	70296.6	8879.39
3/03/2017	69563.77	8786.82
6/03/2017	69622.72	8774.8
7/03/2017	69691.14	8777.92
8/03/2017	70057.68	8824.09
9/03/2017	69267.07	8724.51
10/03/2017	69612.91	8768.06
13/03/2017	68833.72	8669.92
14/03/2017	69530.82	8757.73
15/03/2017	69674.61	8775.84
16/03/2017	71027.23	8946.21
17/03/2017	70757.86	8912.28
20/03/2017	70518.84	8882.17
21/03/2017	70577.22	8889.52
22/03/2017	69355.52	8735.65
23/03/2017	70270.07	8850.84
24/03/2017	70724.89	8908.12
27/03/2017	71327.42	8984.02
28/03/2017	72360.95	9114.19
29/03/2017	73276.5	9229.51
30/03/2017	73993.56	9319.83
31/03/2017	73312.14	9234
3/04/2017	73279.34	9229.87
4/04/2017	73300.17	9232.49
5/04/2017	74415.11	9372.92
6/04/2017	74135.9	9337.76
7/04/2017	75473.04	9506.18
10/04/2017	76175.53	9594.66
11/04/2017	76524.32	9638.59
12/04/2017	76812.64	9674.9
13/04/2017	75674.41	9531.54
18/04/2017	74528.29	9387.18
19/04/2017	73908.24	9309.08
20/04/2017	73185.79	9218.09
21/04/2017	73391.64	9244.01
24/04/2017	73844.98	9301.11
26/04/2017	74281.18	9356.06
27/04/2017	72998.52	9194.5
28/04/2017	72850.36	9175.84
1/05/2017	72758.85	9164.31
2/05/2017	73507.26	9258.58
3/05/2017	73978.11	9317.88
4/05/2017	74501.63	9383.82
5/05/2017	72785.8	9167.71
8/05/2017	74499.31	9383.53
9/05/2017	75283.78	9482.34
10/05/2017	75793.69	9546.56
11/05/2017	75777.34	9544.5
12/05/2017	74964.34	9442.1
15/05/2017	75244.48	9477.39
16/05/2017	75416.48	9499.05
17/05/2017	74958.53	9441.37
18/05/2017	74497.42	9383.29
19/05/2017	74278.88	9355.77
22/05/2017	75875.01	9556.81
23/05/2017	76066.27	9580.9
24/05/2017	76383.18	9620.81
25/05/2017	77185.65	9721.89
26/05/2017	75863.1	9555.31
29/05/2017	75582.85	9520.01
30/05/2017	75080.63	9456.75
31/05/2017	74319.29	9360.85
1/06/2017	74086.33	9331.51
2/06/2017	74155.12	9340.18
5/06/2017	74304.47	9358.99
6/06/2017	72605.96	9145.05
7/06/2017	72712.67	9158.49
8/06/2017	71958.49	9063.5
9/06/2017	70741.7	8910.24
13/06/2017	72265.82	9102.21
14/06/2017	72091.4	9080.24
15/06/2017	70481.13	8877.42
16/06/2017	70480.5	8877.34
19/06/2017	70331.13	8858.53
20/06/2017	69257.66	8723.32
21/06/2017	67480.22	8499.44
22/06/2017	68014.37	8566.72
23/06/2017	68021.79	8567.66
26/06/2017	68030.13	8568.71
27/06/2017	68004.67	8565.5
28/06/2017	68706.8	8653.94
29/06/2017	70016.66	8818.92
30/06/2017	69166.94	8711.89
3/07/2017	69230.67	8719.92
4/07/2017	70245.44	8847.74
5/07/2017	69669.54	8775.2
6/07/2017	69355.93	8735.7
7/07/2017	67922.08	8555.1
10/07/2017	67932.18	8556.37
11/07/2017	68154.01	8584.31
12/07/2017	68074.96	8574.35
13/07/2017	68328.11	8606.24
14/07/2017	69777.47	8788.79
17/07/2017	70443.84	8872.73
18/07/2017	69617.92	8768.7
19/07/2017	69501.67	8754.05
20/07/2017	70487.26	8878.19
21/07/2017	69731.32	8782.98
24/07/2017	67867.05	8548.17
25/07/2017	67689.67	8525.82
26/07/2017	69677.11	8776.15
27/07/2017	69284.63	8726.72
28/07/2017	68729.92	8656.85
31/07/2017	69418.5	8743.58
1/08/2017	70830.14	8921.38
2/08/2017	70429.5	8870.92
3/08/2017	70150.25	8835.75
4/08/2017	69815.07	8793.53
7/08/2017	70851.6	8924.08
8/08/2017	70510.27	8881.09
9/08/2017	69894.96	8803.59
10/08/2017	69787.22	8790.02
11/08/2017	68947.5	8684.25
14/08/2017	69589.65	8765.14
15/08/2017	68984.7	8688.94
16/08/2017	70835.05	8922
17/08/2017	70593.74	8891.61
18/08/2017	70517.53	8882.01
21/08/2017	70836.16	8922.14
22/08/2017	71280.9	8978.16
23/08/2017	72284.05	9104.51
24/08/2017	72827.25	9107.52
25/08/2017	73757.66	9221.79
28/08/2017	74260.8	9284.7
29/08/2017	74262.46	9284.91
30/08/2017	74445.33	9307.77
31/08/2017	73402.24	9177.36
1/09/2017	73748.1	9220.6
4/09/2017	73527.54	9193.02
5/09/2017	73310.72	9157.37
6/09/2017	73992.48	9242.53
7/09/2017	74276.18	9277.97
8/09/2017	73830.98	9222.36
11/09/2017	74359.04	9265.58
12/09/2017	73865.26	9204.05
13/09/2017	73360.59	9141.17
14/09/2017	73842.54	9201.22
15/09/2017	73243.29	9126.55
18/09/2017	73610.04	9172.25
19/09/2017	73507.05	9159.42
20/09/2017	73054.28	9103
21/09/2017	73416.87	9148.18
22/09/2017	73693.81	9182.69
25/09/2017	73707.35	9184.38
26/09/2017	75118.21	9360.18
27/09/2017	75342.53	9388.13
28/09/2017	74743.65	9313.51
29/09/2017	74246.75	9251.59
2/10/2017	74785.77	9318.76
3/10/2017	74065.03	9228.95
4/10/2017	73254.96	9128.01
5/10/2017	73177.26	9118.33
6/10/2017	74109.94	9234.54
9/10/2017	73963.77	9216.33
10/10/2017	73375.04	9142.97
11/10/2017	74070.35	9229.61
12/10/2017	74756.14	9315.06
13/10/2017	74908.67	9334.07
16/10/2017	75744.49	9438.22
17/10/2017	76162.79	9490.34
18/10/2017	76128.71	9486.09
19/10/2017	76069.04	9478.66
20/10/2017	76035.31	9474.46
23/10/2017	76179.19	9492.38
24/10/2017	75910.72	9458.93
25/10/2017	76855.19	9576.62
26/10/2017	77256.25	9626.59
27/10/2017	77619.18	9671.81
30/10/2017	78716.24	9808.52
31/10/2017	79071.77	9852.82
1/11/2017	79929.79	9959.73
2/11/2017	80636.06	10047.74
3/11/2017	81136.91	10110.14
6/11/2017	81632.03	10171.84
7/11/2017	83834.19	10446.24
8/11/2017	83335.67	10384.12
9/11/2017	83162.98	10362.61
10/11/2017	82357.47	10256.62
13/11/2017	82269.98	10245.72
14/11/2017	80518.1	10027.55
15/11/2017	79179.28	9860.81
16/11/2017	80675.46	10047.14
17/11/2017	80709.77	10046.27
20/11/2017	80795.18	10056.9
21/11/2017	80861.78	10065.19
22/11/2017	81850.53	10188.26
23/11/2017	82424.46	10259.7
24/11/2017	82550.38	10275.38
27/11/2017	82426.34	10259.94
28/11/2017	82285.05	10242.35
29/11/2017	82907.82	10319.87
30/11/2017	82336.99	10248.81
1/12/2017	83734.07	10422.71
4/12/2017	84019.04	10458.19
5/12/2017	83842.62	10436.23
6/12/2017	82523.08	10271.98
7/12/2017	82713.69	10295.7
8/12/2017	83393.25	10380.29
11/12/2017	83656.5	10413.06
12/12/2017	84707.26	10543.85
13/12/2017	84455.3	10512.49
14/12/2017	84801.41	10555.57
15/12/2017	84504.49	10518.61
18/12/2017	84445.06	10511.21
19/12/2017	85107.61	10593.68
20/12/2017	85231.54	10609.11
21/12/2017	86211.43	10731.08
22/12/2017	86634.96	10783.8
27/12/2017	87305.21	10867.23
28/12/2017	87922.55	10944.07
29/12/2017	87598.19	10903.7
2/01/2018	87847.48	10934.73
3/01/2018	88507.27	11016.85
4/01/2018	89753.26	11171.95
5/01/2018	90115.72	11217.06
8/01/2018	90076.7	11212.21
9/01/2018	90668.18	11285.83
10/01/2018	90091.25	11214.02
