Effective date 	S&P/ASX 200 Energy (Sector)   (31-MAR-2000)   (TR)	S&P/ASX 200 Energy (Sector)
19/07/2011	96383.16	14634.91
20/07/2011	98092.39	14894.44
21/07/2011	98296.88	14925.49
22/07/2011	99120.73	15050.58
25/07/2011	96729.54	14687.5
26/07/2011	98595.59	14970.85
27/07/2011	98212.39	14912.66
28/07/2011	96365.35	14632.21
29/07/2011	95360.81	14479.67
1/08/2011	97091.69	14742.49
2/08/2011	95496.94	14500.34
3/08/2011	93095.94	14135.77
4/08/2011	91054.43	13825.79
5/08/2011	85957.83	13051.92
8/08/2011	83817.45	12726.92
9/08/2011	85328.15	12956.31
10/08/2011	88605.78	13453.98
11/08/2011	88683.97	13465.86
12/08/2011	88896.46	13498.12
15/08/2011	91802.98	13939.45
16/08/2011	90186.87	13694.06
17/08/2011	91494.27	13892.58
18/08/2011	89044.2	13520.55
19/08/2011	84896.17	12890.71
22/08/2011	85014.8	12849.33
23/08/2011	87756.81	13263.77
24/08/2011	87560.18	13209.54
25/08/2011	89545.72	13509.08
26/08/2011	89290.95	13470.65
29/08/2011	90895.78	13643.74
30/08/2011	90269.4	13549.71
31/08/2011	90338.3	13555.77
1/09/2011	90790.52	13623.63
2/09/2011	89575.59	13441.32
5/09/2011	86452.64	12970.68
6/09/2011	84653.2	12700.71
7/09/2011	86278.34	12944.53
8/09/2011	86975.78	13049.17
9/09/2011	86770.81	13014.61
12/09/2011	82546.56	12379.35
13/09/2011	84749.18	12709.67
14/09/2011	82511.03	12374.02
15/09/2011	84754.16	12710.42
16/09/2011	87248.15	13084.44
19/09/2011	84975.1	12743.55
20/09/2011	84435.87	12662.68
21/09/2011	85880.55	12879.34
22/09/2011	82865.48	12427.18
23/09/2011	80515.72	12074.79
26/09/2011	77382.95	11604.97
27/09/2011	80836.04	12122.82
28/09/2011	81954.15	12290.5
29/09/2011	82220.99	12330.52
30/09/2011	83211.6	12479.08
3/10/2011	80848.55	12124.7
4/10/2011	80343.83	12049.01
5/10/2011	82860.54	12426.43
6/10/2011	86267.91	12937.43
7/10/2011	88901.12	13332.33
10/10/2011	90562.66	13581.51
11/10/2011	91072.54	13657.97
12/10/2011	90062.95	13506.57
13/10/2011	91026.56	13651.08
14/10/2011	90148.02	13519.32
17/10/2011	91284.02	13689.69
18/10/2011	89438.9	13412.98
19/10/2011	89887.36	13480.23
20/10/2011	87979.91	13194.18
21/10/2011	87974.73	13193.4
24/10/2011	91180.6	13674.18
25/10/2011	90454.51	13565.29
26/10/2011	90842.07	13623.41
27/10/2011	93954.11	14090.12
28/10/2011	93749.52	14059.43
31/10/2011	93484.53	14019.69
1/11/2011	92599.16	13886.92
2/11/2011	91648.7	13744.38
3/11/2011	91059	13655.94
4/11/2011	92986.8	13945.05
7/11/2011	92701.28	13902.23
8/11/2011	93217.85	13979.7
9/11/2011	94706.3	14202.92
10/11/2011	92409.21	13858.43
11/11/2011	93876.38	14078.46
14/11/2011	94518.62	14174.77
15/11/2011	94409.48	14158.41
16/11/2011	92478.17	13868.77
17/11/2011	92950.91	13939.67
18/11/2011	91639.23	13742.96
21/11/2011	91837.46	13772.69
22/11/2011	90947.97	13639.29
23/11/2011	89542.71	13428.55
24/11/2011	88918.12	13334.88
25/11/2011	86942.58	13038.61
28/11/2011	87935.85	13187.57
29/11/2011	88993.68	13346.21
30/11/2011	89456.63	13415.64
1/12/2011	91693.93	13751.16
2/12/2011	93042.76	13953.44
5/12/2011	93960.7	14091.1
6/12/2011	92041.44	13803.28
7/12/2011	92605.24	13887.83
8/12/2011	91187.54	13675.22
9/12/2011	89480.82	13419.27
12/12/2011	91401.28	13707.27
13/12/2011	89448.99	13414.49
14/12/2011	89130.71	13366.76
15/12/2011	87154.6	13070.41
16/12/2011	87287.91	13090.4
19/12/2011	84043.65	12603.86
20/12/2011	84116.58	12614.8
21/12/2011	86034.52	12902.43
22/12/2011	85650.05	12844.77
23/12/2011	86702.63	13002.63
28/12/2011	86058.86	12906.08
29/12/2011	85443.83	12813.85
30/12/2011	84972.93	12743.23
3/01/2012	85515.8	12824.64
4/01/2012	87390.74	13105.82
5/01/2012	85870.59	12877.85
6/01/2012	85685.96	12850.16
9/01/2012	85533.77	12827.33
10/01/2012	87102.68	13062.62
11/01/2012	88346.51	13249.16
12/01/2012	88392.19	13256.01
13/01/2012	89072.45	13358.02
16/01/2012	88423.21	13260.66
17/01/2012	90837.39	13622.71
18/01/2012	91081.32	13659.29
19/01/2012	90728.31	13606.35
20/01/2012	91745.38	13758.88
23/01/2012	91733.56	13757.1
24/01/2012	92176.03	13823.46
25/01/2012	92628.77	13891.36
27/01/2012	92861.28	13926.23
30/01/2012	92842.19	13923.36
31/01/2012	92047.97	13804.26
1/02/2012	91040.14	13653.11
2/02/2012	91736.91	13757.61
3/02/2012	91665.88	13746.95
6/02/2012	91960.03	13791.07
7/02/2012	92173.13	13823.03
8/02/2012	93605.25	14037.8
9/02/2012	94245.23	14133.77
10/02/2012	93323.51	13995.55
13/02/2012	93807.44	14068.12
14/02/2012	92532.45	13876.91
15/02/2012	92552.54	13879.93
16/02/2012	91260.18	13686.11
17/02/2012	91797.93	13766.76
20/02/2012	93578.25	14033.75
21/02/2012	94712.51	14203.85
22/02/2012	96296.1	14441.34
23/02/2012	98057.55	14705.5
24/02/2012	97881.81	14653.35
27/02/2012	97116.05	14480.54
28/02/2012	96876.94	14394.61
29/02/2012	97523.6	14490.69
1/03/2012	96160.57	14286.66
2/03/2012	96174.63	14288.75
5/03/2012	95661.63	14197.24
6/03/2012	93748.53	13906.31
7/03/2012	92742.48	13757.07
8/03/2012	94356.05	13992.64
9/03/2012	96001.39	14236.64
12/03/2012	95469.33	14157.73
13/03/2012	95615.48	14179.41
14/03/2012	96178.65	14262.92
15/03/2012	95721.13	14195.07
16/03/2012	95275.72	14129.02
19/03/2012	95551.46	14169.91
20/03/2012	95791.99	14205.58
21/03/2012	95389.04	14145.83
22/03/2012	95394.97	14146.71
23/03/2012	95733.27	14196.87
26/03/2012	95652.57	14184.91
27/03/2012	96354.49	14289
28/03/2012	97067.01	14394.66
29/03/2012	96059.72	14245.29
30/03/2012	95345.69	14139.4
2/04/2012	95808.89	14208.09
3/04/2012	96092.68	14250.17
4/04/2012	95308.79	14133.93
5/04/2012	95434.39	14152.55
10/04/2012	94240.79	13975.55
11/04/2012	93033.41	13796.5
12/04/2012	93928.71	13929.27
13/04/2012	94708.88	14044.96
16/04/2012	94261.97	13978.69
17/04/2012	93643.31	13886.94
18/04/2012	94845.21	14065.18
19/04/2012	95353.8	14140.6
20/04/2012	96275.22	14277.24
23/04/2012	95542.22	14168.54
24/04/2012	95022.16	14091.42
26/04/2012	95169.84	14113.32
27/04/2012	94735.46	14048.9
30/04/2012	95172.25	14113.68
1/05/2012	96496.99	14310.13
2/05/2012	97148.71	14406.78
3/05/2012	96191.29	14264.8
4/05/2012	94025.78	13943.66
7/05/2012	90850.71	13472.81
8/05/2012	90996.44	13494.42
9/05/2012	89026.37	13202.27
10/05/2012	89826.97	13320.99
11/05/2012	89524.67	13276.16
14/05/2012	89196.91	13227.56
15/05/2012	87866.57	13030.27
16/05/2012	85271.56	12645.44
17/05/2012	85592.25	12693
18/05/2012	83310.27	12354.59
21/05/2012	83370.66	12363.55
22/05/2012	84892.17	12589.18
23/05/2012	83692.9	12411.33
24/05/2012	83661.54	12406.68
25/05/2012	83136.43	12328.81
28/05/2012	84499.96	12531.02
29/05/2012	86761.02	12866.32
30/05/2012	86080.69	12765.43
31/05/2012	85445.03	12671.17
1/06/2012	84266.7	12496.43
4/06/2012	81485.21	12083.94
5/06/2012	83690.51	12410.98
6/06/2012	84015.48	12459.17
7/06/2012	85129.07	12624.31
8/06/2012	84300.07	12501.38
12/06/2012	84320.67	12504.43
13/06/2012	84298.64	12501.16
14/06/2012	83411.06	12369.54
15/06/2012	83906.59	12443.02
18/06/2012	86028.87	12757.75
19/06/2012	84831.42	12580.17
20/06/2012	85445.45	12671.23
21/06/2012	83185.68	12336.12
22/06/2012	81332.62	12061.31
25/06/2012	80966.35	12007
26/06/2012	80194.57	11892.55
27/06/2012	80413.03	11924.94
28/06/2012	78993.53	11714.44
29/06/2012	80257.74	11901.91
2/07/2012	81861.72	12139.78
3/07/2012	81004.67	12012.68
4/07/2012	83048.11	12315.71
5/07/2012	82520.71	12237.5
6/07/2012	81855.27	12138.82
9/07/2012	80167.26	11888.5
10/07/2012	79529.88	11793.97
11/07/2012	78614.77	11658.27
12/07/2012	77937.34	11557.81
13/07/2012	77917.99	11554.94
16/07/2012	78886.82	11698.61
17/07/2012	79506.53	11790.51
18/07/2012	77964.82	11561.88
19/07/2012	81777.29	12127.26
20/07/2012	81540.27	12092.11
23/07/2012	79479.23	11786.46
24/07/2012	80092.49	11877.41
25/07/2012	79572.1	11800.24
26/07/2012	80215.14	11895.6
27/07/2012	81324.6	12060.12
30/07/2012	81315.96	12058.84
31/07/2012	82495.69	12233.79
1/08/2012	82184.93	12187.71
2/08/2012	83421.04	12371.02
3/08/2012	82429.8	12224.02
6/08/2012	83370.97	12363.59
7/08/2012	84119.4	12474.58
8/08/2012	84669.22	12556.12
9/08/2012	85412.99	12666.42
10/08/2012	85008.98	12606.5
13/08/2012	85356.87	12658.09
14/08/2012	85515.25	12681.58
15/08/2012	85170.06	12630.39
16/08/2012	86230.57	12787.66
17/08/2012	87277.84	12942.97
20/08/2012	87417.91	12963.74
21/08/2012	88611.63	13140.76
22/08/2012	87467.89	12945.59
23/08/2012	87012.85	12878.24
24/08/2012	86111.72	12744.87
27/08/2012	86171.92	12684.6
28/08/2012	86199.91	12640.2
29/08/2012	86238.18	12645.81
30/08/2012	84766	12429.93
31/08/2012	85461.49	12531.92
3/09/2012	85731.97	12549.5
4/09/2012	85490.81	12514.2
5/09/2012	84829.61	12413.31
6/09/2012	85994.92	12583.83
7/09/2012	86288.52	12622.95
10/09/2012	86604.4	12669.16
11/09/2012	86513.29	12652.65
12/09/2012	87225.76	12756.85
13/09/2012	86874.85	12705.53
14/09/2012	88413.33	12930.53
17/09/2012	88609.26	12959.19
18/09/2012	87909.97	12856.91
19/09/2012	88040.03	12875.94
20/09/2012	86243.82	12613.24
21/09/2012	86511.81	12652.43
24/09/2012	85671.89	12529.59
25/09/2012	85357.2	12483.57
26/09/2012	84408.24	12344.78
27/09/2012	84625.56	12376.57
28/09/2012	84910.42	12418.23
1/10/2012	84787.89	12400.31
2/10/2012	85876.82	12559.56
3/10/2012	86014.28	12579.67
4/10/2012	85953.33	12570.75
5/10/2012	86334.63	12626.52
8/10/2012	85849.81	12555.61
9/10/2012	86995.19	12723.13
10/10/2012	87373.88	12778.51
11/10/2012	87192.28	12751.95
12/10/2012	87211.74	12754.8
15/10/2012	86877.82	12705.96
16/10/2012	86693.07	12678.94
17/10/2012	87432.68	12787.11
18/10/2012	88106.82	12885.7
19/10/2012	89326	13064.01
22/10/2012	88734.63	12977.52
23/10/2012	88123.35	12888.12
24/10/2012	86685.4	12677.82
25/10/2012	86549.8	12657.99
26/10/2012	85474.98	12500.79
29/10/2012	85613.07	12520.99
30/10/2012	85567.97	12514.39
31/10/2012	85878.9	12559.87
1/11/2012	84720.31	12390.42
2/11/2012	84822.49	12405.37
5/11/2012	84822.97	12405.44
6/11/2012	84990.42	12429.93
7/11/2012	85578.71	12515.96
8/11/2012	84692.07	12386.29
9/11/2012	84041.5	12291.15
12/11/2012	83144.36	12159.94
13/11/2012	81732.34	11953.43
14/11/2012	81204.73	11876.27
15/11/2012	80435.03	11763.7
16/11/2012	80181.26	11726.58
19/11/2012	82041.31	11998.62
20/11/2012	82781.15	12106.82
21/11/2012	81918.03	11980.59
22/11/2012	82468.97	12061.16
23/11/2012	82167.72	12017.11
26/11/2012	82638.91	12086.02
27/11/2012	82943.95	12130.63
28/11/2012	82245.15	12028.43
29/11/2012	82839.57	12115.36
30/11/2012	83596.49	12226.06
3/12/2012	83984.38	12282.79
4/12/2012	83468.84	12207.39
5/12/2012	83773.94	12252.02
6/12/2012	82902.99	12124.64
7/12/2012	83377.02	12193.97
10/12/2012	83125.55	12157.19
11/12/2012	83450.78	12204.75
12/12/2012	84699.28	12387.35
13/12/2012	84896.42	12416.18
14/12/2012	84399.59	12343.52
17/12/2012	84029.07	12289.33
18/12/2012	84007.17	12286.13
19/12/2012	84986.26	12429.32
20/12/2012	84480.3	12355.32
21/12/2012	84299.02	12328.81
24/12/2012	84453.17	12351.35
27/12/2012	84964.81	12426.18
28/12/2012	85394.54	12489.03
31/12/2012	84826.62	12405.97
2/01/2013	85862.86	12557.52
3/01/2013	86850.2	12701.92
4/01/2013	86467.41	12645.94
7/01/2013	86369.83	12631.67
8/01/2013	86850.56	12701.97
9/01/2013	86436.34	12641.39
10/01/2013	86435.21	12641.23
11/01/2013	86304.71	12622.14
14/01/2013	86558.09	12659.2
15/01/2013	87119.19	12741.26
16/01/2013	87118.65	12741.18
17/01/2013	87532.67	12801.73
18/01/2013	87768.04	12836.16
21/01/2013	87595.56	12810.93
22/01/2013	87467.51	12792.2
23/01/2013	87824.17	12844.37
24/01/2013	88169.42	12894.86
25/01/2013	88510.39	12944.73
29/01/2013	89255.68	13053.72
30/01/2013	90167.13	13187.02
31/01/2013	89424.01	13078.34
1/02/2013	89365.61	13069.8
4/02/2013	89302.84	13060.62
5/02/2013	88311.46	12915.63
6/02/2013	89062.06	13025.41
7/02/2013	88956.5	13009.97
8/02/2013	89734.26	13123.72
11/02/2013	89703.55	13119.23
12/02/2013	89347.01	13067.08
13/02/2013	89660.9	13112.99
14/02/2013	90736.15	13270.25
15/02/2013	90923.51	13297.65
18/02/2013	91039.58	13314.62
19/02/2013	92001.68	13455.33
20/02/2013	93178.33	13627.42
21/02/2013	88933.96	13006.67
22/02/2013	89500.13	13089.48
25/02/2013	90866.01	13203.87
26/02/2013	90366.35	13083.15
27/02/2013	91309.32	13219.67
28/02/2013	93877.88	13591.54
1/03/2013	93527.12	13515.41
4/03/2013	92002.03	13293.4
5/03/2013	92338.17	13336.46
6/03/2013	93647.37	13525.55
7/03/2013	93793.44	13542.86
8/03/2013	94275.24	13612.43
11/03/2013	94901.19	13702.81
12/03/2013	93269.31	13467.18
13/03/2013	93389.85	13484.59
14/03/2013	92226.87	13316.67
15/03/2013	94257.19	13609.82
18/03/2013	92552.52	13363.69
19/03/2013	92278.77	13324.16
20/03/2013	91396.05	13196.7
21/03/2013	92114.92	13300.5
22/03/2013	91925.09	13273.09
25/03/2013	92246.76	13319.54
26/03/2013	91830.39	13259.42
27/03/2013	92267.37	13322.51
28/03/2013	90701.94	13096.48
2/04/2013	90712.93	13098.07
3/04/2013	89790.93	12964.94
4/04/2013	88577.87	12789.79
5/04/2013	87478.71	12631.08
8/04/2013	87959.84	12700.55
9/04/2013	89175.54	12876.08
10/04/2013	89046.33	12857.43
11/04/2013	89774.18	12962.52
12/04/2013	90476.65	13063.95
15/04/2013	88792.9	12820.83
16/04/2013	87269.48	12600.87
17/04/2013	87007.82	12563.09
18/04/2013	83100.51	11998.91
19/04/2013	84621.12	12218.47
22/04/2013	85659.17	12368.35
23/04/2013	89197.43	12879.24
24/04/2013	90459.61	13061.49
26/04/2013	90081.71	13006.92
29/04/2013	90035.16	13000.2
30/04/2013	89656.86	12945.58
1/05/2013	89075.19	12861.59
2/05/2013	87933.33	12696.72
3/05/2013	88145.58	12727.37
6/05/2013	89557.48	12931.23
7/05/2013	90580.87	13079
8/05/2013	91109.24	13155.29
9/05/2013	91533.26	13216.52
10/05/2013	92407.12	13342.69
13/05/2013	92250.33	13320.05
14/05/2013	92129.49	13302.61
15/05/2013	91917.71	13272.03
16/05/2013	91591.47	13224.92
17/05/2013	92624.06	13374.02
20/05/2013	93013.21	13430.21
21/05/2013	92586.57	13368.6
22/05/2013	92999.38	13428.21
23/05/2013	92262.16	13321.76
24/05/2013	90993.66	13138.6
27/05/2013	90944.11	13131.45
28/05/2013	90940.45	13130.92
29/05/2013	91621.1	13229.2
30/05/2013	91818.97	13257.77
31/05/2013	91922.61	13272.73
3/06/2013	90585.44	13079.66
4/06/2013	90953.7	13132.83
5/06/2013	89993.71	12994.22
6/06/2013	88554.17	12786.36
7/06/2013	88106.88	12721.78
11/06/2013	89254.75	12887.52
12/06/2013	88388.51	12762.44
13/06/2013	86669.9	12514.29
14/06/2013	88303.51	12750.17
17/06/2013	88315.42	12751.89
18/06/2013	87756.37	12671.17
19/06/2013	89186.41	12877.65
20/06/2013	87786.91	12675.58
21/06/2013	88616.46	12795.36
24/06/2013	85968.31	12412.99
25/06/2013	84450.28	12193.8
26/06/2013	85284.7	12314.28
27/06/2013	86588.63	12502.56
28/06/2013	86620.3	12507.13
1/07/2013	85198.66	12301.86
2/07/2013	88148.79	12727.83
3/07/2013	86644.42	12510.61
4/07/2013	88979.03	12847.71
5/07/2013	89677.94	12948.63
8/07/2013	90275.15	13034.86
9/07/2013	91074.34	13150.25
10/07/2013	91859.28	13263.59
11/07/2013	93195.22	13456.49
12/07/2013	92973.15	13424.42
15/07/2013	93270.6	13467.37
16/07/2013	92895.12	13413.15
17/07/2013	92963.63	13423.05
18/07/2013	93561.59	13509.39
19/07/2013	93587.44	13513.12
22/07/2013	94594.61	13658.54
23/07/2013	93731.11	13533.86
24/07/2013	93147.4	13449.58
25/07/2013	92157.97	13306.72
26/07/2013	92428.67	13345.8
29/07/2013	91369.65	13192.89
30/07/2013	91110.65	13155.5
31/07/2013	91778.38	13251.91
1/08/2013	92829.28	13403.65
2/08/2013	93756.37	13537.51
5/08/2013	93758.11	13537.76
6/08/2013	92903.73	13414.4
7/08/2013	91263.42	13177.55
8/08/2013	91350.76	13190.16
9/08/2013	91188.91	13166.79
12/08/2013	91908.55	13270.7
13/08/2013	92830.85	13403.87
14/08/2013	92722.28	13388.2
15/08/2013	92460.98	13350.47
16/08/2013	93249.8	13464.37
19/08/2013	94009.57	13574.07
20/08/2013	93856.16	13551.92
21/08/2013	93767.45	13539.11
22/08/2013	94052.46	13554.87
23/08/2013	95501.09	13763.64
26/08/2013	95813.65	13689.43
27/08/2013	95538.7	13602.13
28/08/2013	94961.68	13519.98
29/08/2013	95931.45	13658.04
30/08/2013	96719.81	13770.29
2/09/2013	98531.22	14028.18
3/09/2013	99201.23	14119.3
4/09/2013	99053.68	14094.27
5/09/2013	98627.16	14033.58
6/09/2013	98606.8	14026.46
9/09/2013	99243.87	14117.08
10/09/2013	99245.9	14117.37
11/09/2013	98849.01	14060.91
12/09/2013	99093.22	14095.65
13/09/2013	98456.28	14005.05
16/09/2013	99277.69	14121.89
17/09/2013	98910.95	14069.72
18/09/2013	98159.84	13962.88
19/09/2013	99188.95	14109.27
20/09/2013	99583.94	14165.45
23/09/2013	98510.64	14012.78
24/09/2013	98777.21	14050.7
25/09/2013	99950.74	14217.63
26/09/2013	100245.9	14259.62
27/09/2013	101032.33	14371.48
30/09/2013	98710.92	14041.27
1/10/2013	98169.89	13964.31
2/10/2013	98474.21	14007.6
3/10/2013	98038.17	13945.57
4/10/2013	97735.01	13902.45
7/10/2013	97006.19	13798.78
8/10/2013	96281.79	13695.74
9/10/2013	96327.05	13702.17
10/10/2013	96288.99	13696.76
11/10/2013	97248.57	13833.26
14/10/2013	96731.43	13759.7
15/10/2013	98534.15	14016.12
16/10/2013	98187.85	13966.87
17/10/2013	98091.08	13953.1
18/10/2013	98263.66	13977.65
21/10/2013	98560.49	14019.87
22/10/2013	98225.83	13972.27
23/10/2013	97695	13896.76
24/10/2013	97424.49	13858.28
25/10/2013	98212.72	13970.4
28/10/2013	99070.92	14092.48
29/10/2013	97674.23	13893.81
30/10/2013	98579.77	14022.61
31/10/2013	98941.93	14074.13
1/11/2013	98888.86	14066.58
4/11/2013	98121.37	13957.41
5/11/2013	99412.06	14141.01
6/11/2013	98749.25	14046.72
7/11/2013	98752.35	14047.16
8/11/2013	98128.54	13958.43
11/11/2013	97861.19	13920.4
12/11/2013	98534.51	14016.18
13/11/2013	96833.83	13774.26
14/11/2013	96751.39	13762.53
15/11/2013	97547.86	13875.83
18/11/2013	96952.97	13791.21
19/11/2013	96258.1	13692.37
20/11/2013	93676.61	13325.16
21/11/2013	93813.23	13344.59
22/11/2013	95062.22	13522.26
25/11/2013	94938.92	13504.72
26/11/2013	95318.39	13558.7
27/11/2013	94293.44	13412.9
28/11/2013	93934.69	13361.87
29/11/2013	92710.83	13187.78
2/12/2013	92711.84	13187.92
3/12/2013	93021.1	13231.91
4/12/2013	93991.71	13369.98
5/12/2013	92898.34	13214.45
6/12/2013	93457.96	13294.06
9/12/2013	92688.83	13184.65
10/12/2013	92391.26	13142.32
11/12/2013	91736.78	13049.22
12/12/2013	90393.56	12858.16
13/12/2013	91565.91	13024.92
16/12/2013	90995.9	12943.84
17/12/2013	90840.76	12921.77
18/12/2013	90549.58	12880.35
19/12/2013	92788.94	13198.89
20/12/2013	94259.57	13408.08
23/12/2013	94923.27	13502.49
24/12/2013	95826.99	13631.04
27/12/2013	95571.33	13594.67
30/12/2013	96107.54	13670.95
31/12/2013	95769.95	13622.93
2/01/2014	95673.5	13609.21
3/01/2014	94887.56	13497.41
6/01/2014	93997.78	13370.84
7/01/2014	93830.9	13347.1
8/01/2014	94231.31	13404.06
9/01/2014	94722.47	13473.93
10/01/2014	94244.77	13405.98
13/01/2014	93669.45	13324.14
14/01/2014	92438.75	13149.08
15/01/2014	92956.59	13222.74
16/01/2014	94876.59	13495.85
17/01/2014	95444.59	13576.65
20/01/2014	95563.17	13593.51
21/01/2014	95395.45	13569.66
22/01/2014	94976.01	13509.99
23/01/2014	93969.86	13366.87
24/01/2014	93750.61	13335.68
28/01/2014	93072.62	13239.24
29/01/2014	93295.93	13271.01
30/01/2014	92233	13119.81
31/01/2014	92227.31	13119
3/02/2014	92942.13	13220.68
4/02/2014	91705.17	13044.73
5/02/2014	91514.21	13017.56
6/02/2014	92389.71	13142.1
7/02/2014	94355.43	13421.72
10/02/2014	94800.43	13485.02
11/02/2014	94803.9	13485.51
12/02/2014	95583.57	13596.42
13/02/2014	95785.89	13625.2
14/02/2014	96233.19	13688.82
17/02/2014	96979.14	13794.93
18/02/2014	96548.13	13733.62
19/02/2014	96835.01	13774.43
20/02/2014	96628.37	13745.04
21/02/2014	96351.21	13705.61
24/02/2014	96803.58	13644.59
25/02/2014	96404.5	13540.1
26/02/2014	97780.23	13733.32
27/02/2014	97836.62	13715.9
28/02/2014	97668.24	13692.29
3/03/2014	99128.73	13881.66
4/03/2014	98589.54	13802.11
5/03/2014	99536.14	13934.63
6/03/2014	99276.98	13893.99
7/03/2014	100520.74	14068.06
10/03/2014	99848.61	13973.99
11/03/2014	99263.39	13892.09
12/03/2014	98044.63	13721.52
13/03/2014	97912.78	13703.07
14/03/2014	96907.54	13562.38
17/03/2014	96514.39	13507.36
18/03/2014	96724.8	13536.81
19/03/2014	96760.64	13541.83
20/03/2014	95689.61	13391.93
21/03/2014	97131.62	13593.74
24/03/2014	97014.58	13577.36
25/03/2014	96319.07	13480.03
26/03/2014	96312.38	13479.09
27/03/2014	96468.71	13500.97
28/03/2014	96565.13	13514.46
31/03/2014	97434.54	13636.14
1/04/2014	96519.15	13508.03
2/04/2014	96669.15	13529.02
3/04/2014	96672.49	13529.49
4/04/2014	97061.01	13583.86
7/04/2014	97212.78	13605.1
8/04/2014	97401.14	13631.46
9/04/2014	98754.03	13820.8
10/04/2014	98598.08	13798.98
11/04/2014	98102	13729.55
14/04/2014	97084.43	13587.14
15/04/2014	97416.21	13633.57
16/04/2014	98582.38	13796.78
17/04/2014	99187.1	13881.41
22/04/2014	100389.95	14049.75
23/04/2014	101202.55	14163.48
24/04/2014	101150.51	14156.2
28/04/2014	101142.69	14155.1
29/04/2014	100511.08	14066.71
30/04/2014	100853.85	14114.68
1/05/2014	100458.86	14059.4
2/05/2014	100119.44	14011.89
5/05/2014	101161.33	14157.71
6/05/2014	101474.87	14201.59
7/05/2014	101379.54	14188.25
8/05/2014	102287.64	14315.34
9/05/2014	102222.88	14306.28
12/05/2014	101715.49	14235.26
13/05/2014	102573.46	14355.34
14/05/2014	102838.08	14392.37
15/05/2014	103351.5	14464.23
16/05/2014	103041.41	14420.83
19/05/2014	101214.34	14165.13
20/05/2014	100862.14	14115.84
21/05/2014	101324.42	14180.53
22/05/2014	102671.08	14369
23/05/2014	102807.35	14388.07
26/05/2014	103539.75	14490.57
27/05/2014	103743.46	14519.08
28/05/2014	104061.72	14563.62
29/05/2014	104221.04	14585.92
30/05/2014	103832.65	14531.57
2/06/2014	103562.26	14493.72
3/06/2014	102885.76	14399.05
4/06/2014	102380.04	14328.27
5/06/2014	102442.99	14337.08
6/06/2014	103555.88	14492.83
10/06/2014	103716.3	14515.28
11/06/2014	103236.77	14448.17
12/06/2014	102942.28	14406.96
13/06/2014	104234.99	14587.87
16/06/2014	104495.67	14624.36
17/06/2014	104135.88	14574
18/06/2014	102185.22	14301.01
19/06/2014	104023.07	14558.22
20/06/2014	103043.07	14421.06
23/06/2014	103297.07	14456.61
24/06/2014	103096.56	14428.55
25/06/2014	102188.99	14301.53
26/06/2014	102871.43	14397.04
27/06/2014	103158.4	14437.2
30/06/2014	102498.52	14344.85
1/07/2014	102517.39	14347.49
2/07/2014	103178.76	14440.05
3/07/2014	103402.68	14471.39
4/07/2014	104001.92	14555.26
7/07/2014	103843.83	14533.13
8/07/2014	103433.86	14475.75
9/07/2014	101963.6	14269.99
10/07/2014	102282.13	14314.57
11/07/2014	102353.64	14324.58
14/07/2014	102560.83	14353.57
15/07/2014	102763.5	14381.94
16/07/2014	103134.9	14433.91
17/07/2014	103166.49	14438.33
18/07/2014	103377.67	14467.89
21/07/2014	103782.77	14524.58
22/07/2014	103672.08	14509.09
23/07/2014	104283.04	14594.6
24/07/2014	104538.39	14630.34
25/07/2014	104464.64	14620.01
28/07/2014	104456.65	14618.89
29/07/2014	104273.36	14593.24
30/07/2014	104769.05	14662.62
31/07/2014	104727.16	14656.75
1/08/2014	103388.45	14469.4
4/08/2014	102761.55	14381.66
5/08/2014	103011.57	14416.65
6/08/2014	102290.64	14315.76
7/08/2014	102125.4	14292.63
8/08/2014	101360.45	14185.58
11/08/2014	101703.04	14233.52
12/08/2014	102909.75	14402.4
13/08/2014	102861.76	14395.69
14/08/2014	103535.37	14489.96
15/08/2014	103700.16	14513.02
18/08/2014	104259.81	14591.35
19/08/2014	104939.02	14686.4
20/08/2014	105530.02	14769.12
21/08/2014	106702.8	14933.25
22/08/2014	107388.38	15029.2
25/08/2014	108491.8	15183.62
26/08/2014	108361.44	15118.59
27/08/2014	109348.38	15079.8
28/08/2014	108139.3	14913.06
29/08/2014	108796.63	15003.71
1/09/2014	109337.35	15078.28
2/09/2014	111140.88	15327
3/09/2014	110341.02	15193.38
4/09/2014	110098.59	15160
5/09/2014	109707.83	15101.6
8/09/2014	108753.76	14970.27
9/09/2014	108762.71	14967.21
10/09/2014	108129.21	14880.04
11/09/2014	107396.65	14779.23
12/09/2014	106995.31	14724
15/09/2014	105755.26	14553.35
16/09/2014	105498.79	14518.05
17/09/2014	105096.46	14462.69
18/09/2014	105972.47	14583.24
19/09/2014	105906.73	14574.19
22/09/2014	105073.19	14459.49
23/09/2014	105365.13	14499.66
24/09/2014	104834.09	14426.58
25/09/2014	104427.26	14370.6
26/09/2014	102748.88	14139.63
29/09/2014	102134.49	14055.08
30/09/2014	102546.96	14111.84
1/10/2014	102539.25	14110.78
2/10/2014	101589.58	13980.09
3/10/2014	101586.22	13979.63
6/10/2014	101489.67	13966.35
7/10/2014	100805.12	13872.14
8/10/2014	99587.26	13704.55
9/10/2014	99926.99	13751.3
10/10/2014	96897.63	13334.42
13/10/2014	96342.55	13258.03
